"会社名","住所","電話番号","WebサイトURL","Google評価","レビュー数","都道府県","place_id","メールアドレス","メール取得元URL"
"（有）沼田石版印刷所","〒220-0042 神奈川県横浜市西区戸部町２丁目２２ 沼田石版印刷所","045-231-2395","https://maps.google.com/?cid=4922530345074759962&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","神奈川県","ChIJo5H3nmZcGGARGhlDpkRXUEQ","",""
"杉本紙器印刷株式会社","〒231-0063 神奈川県横浜市中区花咲町２丁目65−６ コウノビルMM21 ５階","045-231-2501","https://sugi.co.jp/","","0","神奈川県","ChIJ0cPVOBZdGGARGHDBgLLyHTM","info@sugi.co.jp","https://sugi.co.jp/"
"石川特殊特急製本（株）横浜支店","〒232-0014 神奈川県横浜市南区吉野町１丁目３番１５ 石川特殊特急製本（株） 横浜支店","045-262-1201","https://www.issmain.co.jp/c8-office/yokohama/","3.8","5","神奈川県","ChIJbZUoQpBcGGAR7dRrGCCg4_E","",""
"アイムアンドカンパニー株式会社 横浜支社","〒231-0032 神奈川県横浜市中区不老町１丁目2−１ 中央第６関内ビル 302","045-228-8143","https://www.print-solution.com/syutoken/yokohama/","","0","神奈川県","ChIJ3W7kJitdGGARjxUbbAP8wwo","other@aem.co.jp; test@aem.co.jp","https://www.print-solution.com/contact"
"㈱グローバルプリント","〒231-0023 神奈川県横浜市中区山下町２５５－１ ２０７号","045-263-9880","https://www.globalprint.co.jp/","","0","神奈川県","ChIJecY3R-VcGGARwcDLY-vD8yM","address@sample.com","https://www.globalprint.co.jp/contact"
"（株）大川印刷 本社・工場［環境印刷 GREEN PRINTING］","〒245-0053 神奈川県横浜市戸塚区上矢部町２０５３","045-812-1131","https://www.ohkawa-inc.co.jp/","3.6","10","神奈川県","ChIJqadi13laGGARrh-NSz88iE8","magokoro@ohkawa-inc.co.jp","https://www.ohkawa-inc.co.jp/"
"（有）トーコー","〒232-0031 神奈川県横浜市南区永楽町２丁目２０ 米屋荘 1F","045-261-5606","https://toko-y.co.jp/","5","2","神奈川県","ChIJobCQp_JcGGARFyP9JvBuE2c","",""
"有限会社アダマス","〒231-0014 神奈川県横浜市中区常盤町２丁目２０ ヴェラハイツ関内 303","045-264-4712","https://maps.google.com/?cid=11501775579942802680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","神奈川県","ChIJDZBOKfFcGGAR-NTAcPODnp8","",""
"（有）勝山印刷","〒231-0846 神奈川県横浜市中区大和町２丁目４９","045-623-8036","http://www.katsuyama-printing.co.jp/","5","1","神奈川県","ChIJcQXNpdlcGGAR9cxiINFBsdI","",""
"中川印刷㈱","〒231-0036 神奈川県横浜市中区山田町７−１","045-261-2101","https://maps.google.com/?cid=15305219619447764429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","神奈川県","ChIJw0BCsO1cGGARzfWFQicQZ9Q","",""
"㈱エイコープリント","〒231-0058 神奈川県横浜市中区弥生町２丁目１５−１ ストークタワー大通り公園３","045-252-2711","https://www.eikoh-print.net/","1.5","2","神奈川県","ChIJydoYlZFcGGAR6zXe_4BbSzs","info@eikoh-print.com","https://www.eikoh-print.net/inquiry"
"アート印刷㈱ 川崎工場","〒210-0826 神奈川県川崎市川崎区塩浜２丁目６−１１","044-280-1211","http://www.art-printing.co.jp/","3.2","24","神奈川県","ChIJQYJ0i9FmGGARGVcdH-CpD2M","",""
"善友印刷株式会社","〒224-0045 神奈川県横浜市都筑区東方町４１２−１","045-471-0211","https://www.zenyu-print.jp/index.html","4.4","5","神奈川県","ChIJgQ9qT-tYGGAR95H9TQaVd-g","info@zenyu.co.jp","https://www.zenyu-print.jp/index.html"
"㈱モトマチ","〒231-0861 神奈川県横浜市中区元町１丁目４２","045-641-0259","https://maps.google.com/?cid=1806610994941677746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","神奈川県","ChIJQYah2eFcGGARslDQyCBfEhk","",""
"YAMAGATA㈱","〒220-0011 神奈川県横浜市西区高島２丁目６−３４ ＹＡＭＡＧＡＴＡ","045-461-4000","https://yamagata-corp.jp/","5","2","神奈川県","ChIJ48rX8mxcGGARcyytyO3s1N4","",""
"（有）印刷の旺文社","〒220-0051 神奈川県横浜市西区中央２丁目５０−１１ 印刷の旺文社","045-321-1757","https://maps.google.com/?cid=17426853826182253311&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","神奈川県","ChIJiWLPEHRcGGAR_wpANjmf2PE","",""
"カイセ印刷","〒220-0042 神奈川県横浜市西区戸部町３丁目９４","045-252-8811","https://kaise-insatsu.com/","5","1","神奈川県","ChIJb1ymwWVcGGARVR2xkcnWuOw","name@abcdefg.com","https://kaise-insatsu.com/contact"
"有限会社リグラフィックス ハマー事業部","〒231-0035 神奈川県横浜市中区千歳町１−４","045-252-3250","http://gf-hama.com/","","0","神奈川県","ChIJKxwZKOxcGGAR6ERRzma7UFA","info@gp-hama.com","http://gf-hama.com/"
"株式会社TLP 横浜営業所","〒221-0844 神奈川県横浜市神奈川区沢渡１−２ 菱興新高島台ビル 7F","045-332-7331","https://tlp.jp/corporate_information/office_factory/","5","1","神奈川県","ChIJly7r8a1dGGARgn4_csRpqk8","",""
"有限会社中井スクリーン印刷","〒210-0852 神奈川県川崎市川崎区鋼管通４丁目２−３","044-355-9488","https://maps.google.com/?cid=11928281938546529473&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4","2","神奈川県","ChIJ-Z417DVnGGARwRTGbznFiaU","",""
"ARC㈱ 横浜営業所","〒232-0072 神奈川県横浜市南区永田東３丁目７−１５","045-714-2345","https://www.arc.jp/","4.5","2","神奈川県","ChIJ14F8KJ1bGGARUrJIM0E8BVk","",""
"有限会社エムプロジェクト","〒231-0033 神奈川県横浜市中区長者町４丁目９−８ 407","045-640-0803","https://www.m-pj.com/","4.5","2","神奈川県","ChIJGf_bFPJcGGARsZ19Zurv6ZA","info@m-pj.com","https://www.m-pj.com/contact"
"（有）ハマ印刷","〒231-0036 神奈川県横浜市中区山田町７−１","045-260-0266","https://maps.google.com/?cid=5148607469140236121&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","神奈川県","ChIJSykVsO1cGGARWdcG9jaHc0c","",""
"(株)ツジマキ","〒232-0061 神奈川県横浜市南区大岡３丁目１３−７","045-741-2773","https://tsujimaki.net/","5","2","神奈川県","ChIJ_Rf05l1bGGARpubrfyfj3hU","mailaddress@abc.co.jp","https://tsujimaki.net/contact"
"YAMAGATA INTECH株式会社","〒220-0011 神奈川県横浜市西区高島２丁目６−３４","03-3458-2540","https://maps.google.com/?cid=10998163710612455881&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3.7","12","神奈川県","ChIJ_QiMul2KGGARycGlwJ9ToZg","",""
"文明堂印刷","〒232-0015 神奈川県横浜市南区共進町３丁目54−１ 大紀不動産 1F-B","","https://bunmeidou.co.jp/","5","1","神奈川県","ChIJqXKJz4JcGGARosptBJ9Z7_s","",""
"（有）宮村印刷所","〒232-0031 神奈川県横浜市南区永楽町２丁目２２","045-231-0613","https://maps.google.com/?cid=3578290092482964782&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","2","神奈川県","ChIJe7boTI1cGGARLi2_aeGjqDE","",""
"（有）藤代印刷所","〒232-0003 神奈川県横浜市南区西中町１丁目２","045-241-7131","https://maps.google.com/?cid=16141828240474057048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","神奈川県","ChIJXTzg9ohcGGARWCnT-kJLA-A","",""
"平野印刷所","〒231-0023 神奈川県横浜市中区山下町１６０−２","045-641-5550","https://maps.google.com/?cid=17984999934964751035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","神奈川県","ChIJe0548-NcGGARu1r_-CaOl_k","",""
"合資会社竹本印刷所","〒231-0014 神奈川県横浜市中区常盤町５丁目７０","045-681-5908","https://maps.google.com/?cid=710905855872658398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","神奈川県","ChIJ3XOG0PVcGGAR3usIAByl3Qk","",""
"㈱中島印刷所","〒232-0026 神奈川県横浜市南区二葉町４丁目３９","045-251-0064","https://maps.google.com/?cid=5256259313770931218&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","神奈川県","ChIJOTWPKYVcGGAREqSnPP_78Ug","",""
"文章堂印刷所","〒220-0021 神奈川県横浜市西区桜木町４丁目１７−２ 神戸ビル","045-201-2915","https://maps.google.com/?cid=2462315365793785080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","神奈川県","ChIJ24r8EWdcGGAR-OQff8fmKyI","",""
"（有）サガラ印刷所","〒238-0022 神奈川県横須賀市公郷町１丁目１８","046-836-5361","http://www.sagaraprint.co.jp/company/index.html","5","6","神奈川県","ChIJMZfsxcg_GGARNUmberGcdw8","sagaraprint@vega.ocn.ne.jp","http://www.sagaraprint.co.jp/company/index.html"
"(有)仲手川印刷 桜道店","〒253-0027 神奈川県茅ヶ崎市ひばりが丘６−３９","0467-85-2718","https://nakategawa.co.jp/","4.5","2","神奈川県","ChIJTZYfS3NSGGARfTRNfLC1o3E","",""
"（有）駒瀬印刷所","〒220-0032 神奈川県横浜市西区老松町６０ 駒瀬印刷所","045-231-5609","https://maps.google.com/?cid=18235292776738200203&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","神奈川県","ChIJVb5el2NcGGARixq6bCrGEP0","",""
"情報印刷 本社","〒213-0006 神奈川県川崎市高津区下野毛１丁目２−１９","044-850-8861","https://johoprint.co.jp/","4.5","6","神奈川県","ChIJrQWmNIf1GGARzYmKc1Wj6kM","",""
"山陽印刷","〒236-0004 神奈川県横浜市金沢区福浦２丁目１−１３","045-785-4011","https://www.sanyoprint.co.jp/","3.8","5","神奈川県","ChIJ3TaRqNZDGGAR3WhVhJAd_D8","",""
"大森印刷所","〒232-0042 神奈川県横浜市南区堀ノ内町２丁目１４４−４","045-712-2958","https://maps.google.com/?cid=14340961990107513133&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","1","1","神奈川県","ChIJU3wOVZlcGGARLcG8xfJUBcc","",""
"（有）柿野屋印刷所","〒230-0062 神奈川県横浜市鶴見区豊岡町２５−１６ 柿野屋印刷所","045-581-4947","https://maps.google.com/?cid=17903691856249371339&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4","1","神奈川県","ChIJN4DtAg5eGGARyzrMq-Kwdvg","",""
"相模原市印刷広告協同組合","〒252-0239 神奈川県相模原市中央区中央３丁目７−５","042-776-6100","http://www.soin.or.jp/","3.5","2","神奈川県","ChIJPyVAa3v9GGARd9pceyw8V9Q","",""
"フジ印刷株式会社 横浜出張所","〒222-0033 神奈川県横浜市港北区新横浜２丁目１１−５","","https://maps.google.com/?cid=16585487160898439262&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","神奈川県","ChIJrUei4AVfGGARXkgn_LJ8K-Y","",""
"日本貿易印刷（株）","〒245-0053 神奈川県横浜市戸塚区上矢部町１９６８","045-811-2771","https://nichiboh.co.jp/","3.9","8","神奈川県","ChIJR8A1i3laGGARZV2f_80z-Aw","",""
"（有）小島印刷","〒243-0032 神奈川県厚木市恩名３丁目３−１００ 小島印刷","046-223-0285","http://www.kojima-p.com/","5","1","神奈川県","ChIJv5iRsqWqGWARlMGH2wKO97E","",""
"カワハラプリント","〒226-0027 神奈川県横浜市緑区長津田７丁目１−３８ セルサスレジオ長津田 1F","045-983-7777","http://www.kawaharaprint.co.jp/","4","3","神奈川県","ChIJoyjsaFr4GGARKCpNn2DRN1s","info@kawaharaprint.co.jp","http://www.kawaharaprint.co.jp/"
"寺井印刷工業（株）","〒241-0822 神奈川県横浜市旭区さちが丘３−２","045-391-5083","https://maps.google.com/?cid=11913380516491887080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4.5","2","神奈川県","ChIJx7H8AGBXGGAR6AGPv3XUVKU","",""
"㈱ゼネラル印刷","〒231-0868 神奈川県横浜市中区石川町５丁目２２０ 横浜山手ガーデニア","045-252-4417","https://maps.google.com/?cid=1247337284392334069&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","","0","神奈川県","ChIJAyLoOelcGGAR9TJOx6ZuTxE","",""
"気生堂印刷所","〒143-0015 東京都大田区大森西４丁目６−１３","03-3766-1711","http://www.kiseido.jp/","4.5","4","神奈川県","ChIJtVWc4EhgGGARJ9Ukus83m2Q","print@kiseido.jp","http://www.kiseido.jp/"
"OAマーケット/㈱ケーアイトレーディング横浜支店","〒231-0056 神奈川県横浜市中区中区若葉町３丁目４１−５ ベイパレス伊勢佐木1F","045-260-2206","http://www.kz-support.com/","4.4","9","神奈川県","ChIJkewJZYxcGGARVexyEhYWEaM","",""
"プリントライ","〒226-0019 神奈川県横浜市緑区中山１丁目２３−５ サンハイツアキ 101","050-7132-2525","https://www.printry.jp/","1","1","神奈川県","ChIJfzfcXAZYGGARl3Wzq5FhA8E","",""
"㈱トランパックジャパン｜プリント職人","〒231-0849 神奈川県横浜市中区麦田町３丁目８８−２","045-625-3907","http://www.tranpacjapan.com/","4.1","13","神奈川県","ChIJN_QdHN9cGGARIKEedMCQx5o","info@tranpacjapan.com","http://www.tranpacjapan.com/about"
"Tシャツプリント工房マッチボックス","〒259-1131 神奈川県伊勢原市伊勢原３丁目８−１４","0463-95-0468","https://matchbox.ink/","4.1","11","神奈川県","ChIJ_bYdj0eqGWAR1i7cE14eiI4","",""
"横浜オリジナルプリントファクトリー","〒245-0023 神奈川県横浜市泉区和泉中央南１丁目３８−１８","070-5266-3448","https://www.yopfact.net/","4.7","19","神奈川県","ChIJ2z9OLy9RGGARehiBa4HFhNA","",""
"ストリートファクトリー","〒253-0053 神奈川県茅ヶ崎市東海岸北５丁目１５−２５","0467-81-5594","https://www.stofa.jp/","4.1","19","神奈川県","ChIJlYmf_HdSGGARJEKIQn9ItIQ","info@stofa.jp","https://www.stofa.jp/"
"アパレルスタジオ／Factory ant（ファクトリーアント）","〒194-0032 東京都町田市本町田２９１８−１ オークテラス K102","042-732-3782","https://factory-ant.jp/","5","8","神奈川県","ChIJ81E2ZFP5GGAR-0V6cehQWDU","",""
"オリジナルプリントウェア CUE!","〒230-0031 神奈川県横浜市鶴見区平安町２丁目4番地11","045-642-8770","https://original-print-wear-cue-shop.jimdofree.com/","","0","神奈川県","ChIJzzA3PClhGGARkx2P8T73L5Y","",""
"プリントサポート・町田","〒194-0021 東京都町田市中町１丁目１７−１１ 太陽ビル第9","042-709-5081","http://www.printsupport.jp/","","0","神奈川県","ChIJtWH_NU35GGARua4gsyirOAo","",""
"プリントサービス","〒220-0012 神奈川県横浜市西区みなとみらい２丁目３−１","045-682-8969","https://kyodo-shashin.com/","","0","神奈川県","ChIJexPYvUxdGGARPMvY7ylt9U4","",""
"看板・オリジナルTシャツ・ステッカー・横断幕 ワールド企画","〒252-1133 神奈川県綾瀬市寺尾本町１丁目２１−６","090-2203-0908","https://www.worldsign.net/","4.5","2","神奈川県","ChIJOc_yOJZVGGAReXPQTMyCjwU","",""
"登戸コピーセンター","〒214-0014 神奈川県川崎市多摩区登戸１７９２−２","044-933-2242","http://www.noboritocopy.com/","4.3","4","神奈川県","ChIJ1bQOUNzwGGARHVT0AwyHK0I","nboritocopy@gmail.com","http://www.noboritocopy.com/about"
"オリジナルTシャツのプラスワン 町田店","〒194-0013 東京都町田市原町田６丁目６−１４ 町田ジョルナ 2F","042-732-3901","https://www.p1-intl.com/shop/machida/?utm_source=google&utm_medium=maps","4","1","神奈川県","ChIJH1zrzKL5GGARUbhTnyGyDB0","machida-01@p1-intl.com","https://www.p1-intl.com/shop/machida/?utm_source=google&utm_medium=maps"
"PACIFIC WORK PLACE","〒253-0021 神奈川県茅ヶ崎市浜竹２丁目８−５０","0467-37-8570","http://www.pacificworkplace.shop/","4.5","2","神奈川県","ChIJ_YAUdjxTGGART8NT3aPdKjw","print@pacificworkplace.shop","http://www.pacificworkplace.shop/"
"イコープリント","〒194-0022 東京都町田市森野６丁目３６８−１","042-726-3210","http://iko-print.ikopri.net/","4","6","神奈川県","ChIJvY6l_R38GGARMu0ZtgahJWI","",""
"株式会社リーフスクリーンプリント","〒242-0023 神奈川県大和市渋谷５丁目１−１","046-279-5840","http://leaf-sp.com/","5","4","神奈川県","ChIJLXFAf5VWGGARFF9v2pGmb5Y","",""
"(株)晴光デジタルクリエイト 新潟本社","〒950-0914 新潟県新潟市中央区紫竹山２丁目５−６２","025-241-5649","http://www.seiko-dcs.co.jp/","4.4","16","新潟県","ChIJTY3sS3PJ9F8R_OY63oX35yo","",""
"美写紋堂","〒950-0914 新潟県新潟市中央区中央区紫竹山４丁目７−２６","","https://www.bishamondo.com/","4.9","13","新潟県","ChIJjRuhd3LJ9F8Rrt0fXZmekSU","",""
"(株)ウィザップ","〒950-0963 新潟県新潟市中央区南出来島２丁目１−２５","025-285-3311","https://www.sksp.co.jp/","5","4","新潟県","ChIJcdAUsFHI9F8Rw5TB3j_hfPo","",""
"北日本コピー（有）しるし屋","〒950-2022 新潟県新潟市西区小針１丁目１４−１０ オレンジハウス","025-232-0403","https://www.kita-cpy.co.jp/","4.8","5","新潟県","ChIJYZuSXmTI9F8RuRPWxNIFFZc","",""
"情報工房ＤＯＣ 万代メディアシップ店","〒950-0088 新潟県新潟市中央区万代３丁目１−１","025-383-8616","https://niigata-mediaship.jp/newsroom/floor/%E6%83%85%E5%A0%B1%E5%B7%A5%E6%88%BFdoc","1","2","新潟県","ChIJi9XXHY3J9F8RMGougGwvsH0","",""
"株式会社ヨコキ","〒950-0916 新潟県新潟市中央区米山４丁目２０−１１ 事務用品のヨコキ","025-241-2028","http://www.yokoki.com/","3.6","11","新潟県","ChIJe0mrSJ_J9F8RAWNFUFoBAyE","info@yokoki.com","http://www.yokoki.com/"
"はん・印刷 大谷 イオン新潟青山店","〒950-2002 新潟県新潟市西区西区青山２丁目５−１","025-231-9371","http://www.p-otani.co.jp/","2.7","3","新潟県","ChIJ3XpitkHI9F8RIhmodY3UVXM","",""
"アクセア 新潟駅前店","〒950-0082 新潟県新潟市中央区東万代町１−３０ 新潟第一生命・戸田建設共同ビルディング 1F","050-3523-0678","https://www.accea.co.jp/map/niigata.html","4.5","4","新潟県","ChIJN8uYKyDJ9F8RdJ9tl8Yll_8","",""
"(有)大嶋印刷","〒951-8126 新潟県新潟市中央区学校町通２番町５９８","025-229-2832","https://maps.google.com/?cid=16695460930471849541&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","5","1","新潟県","ChIJB8QsI8LJ9F8RRe4vikIxsuc","",""
"渋谷印章店","〒951-8062 新潟県新潟市中央区西堀前通１１番町１６３３","025-222-9650","http://www.hankoha.jp/sby-h.htm","5","2","新潟県","ChIJQ4m3avnJ9F8RwkDPlu7gUjQ","",""
"アークオアシス 新潟店 加工センター","〒950-0923 新潟県新潟市中央区姥ケ山４５−１ スーパーセンタームサシ ２Ｆ","025-287-2311","https://arc-oasis-koubou.com/store/niigata/?utm_source=google%E3%83%93%E3%82%B8%E3%83%8D%E3%82%B9&utm_medium=cpv","5","2","新潟県","ChIJPe-D9OjJ9F8RP3I5NzMpiL4","aod304ka@arclands.co.jp","https://arc-oasis-koubou.com/store/niigata/?utm_source=google%E3%83%93%E3%82%B8%E3%83%8D%E3%82%B9&utm_medium=cpv"
